id,meetings,crosslists,max_capacity,longname,identifier,instructor,weight,external_url,slug,assigned_students,waitlisted_students,is_locked,is_required,target_capacity,description,allow_pass_fail,allow_student_add_drop
30803,"[{'id': 37662, 'location': 'Kravis 820', 'day': 2, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],3.0,(MBA - B Term) High Performing Nonprofits,MGMTB8545-001-20221-MSBA,Amy Houston,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8545-001,MGMTB8545-001-20221-MSBA,3,0,True,False,3,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30804,"[{'id': 37663, 'location': 'Kravis 820', 'day': 2, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],3.0,(MBA - B Term) High Performing Nonprofits,MGMTB8545-001-20221-MSNE,Amy Houston,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8545-001,MGMTB8545-001-20221-MSNE,3,0,True,False,3,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30805,"[{'id': 38867, 'location': 'Kravis 670', 'day': 1, 'starttime': '10:20:00', 'endtime': '13:35:00', 'startdate': '2022-02-07', 'enddate': '2022-02-07'}, {'id': 38868, 'location': 'Kravis 670', 'day': 1, 'starttime': '10:20:00', 'endtime': '13:35:00', 'startdate': '2022-02-21', 'enddate': '2022-02-21'}, {'id': 38869, 'location': 'Kravis 670', 'day': 1, 'starttime': '10:20:00', 'endtime': '13:35:00', 'startdate': '2022-03-21', 'enddate': '2022-03-21'}, {'id': 38870, 'location': 'Kravis 670', 'day': 1, 'starttime': '10:20:00', 'endtime': '13:35:00', 'startdate': '2022-04-04', 'enddate': '2022-04-04'}, {'id': 38871, 'location': 'Kravis 670', 'day': 1, 'starttime': '10:20:00', 'endtime': '13:35:00', 'startdate': '2022-04-18', 'enddate': '2022-04-18'}, {'id': 39236, 'location': 'Kravis 670', 'day': 1, 'starttime': '10:20:00', 'endtime': '13:35:00', 'startdate': '2021-01-24', 'enddate': '2022-01-24'}]",[],2.0,(MBA - Full Term) Education Leadership,MGMTB8558-001-20221-EMBA,Erin Mcmahon,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8558-001,MGMTB8558-001-20221-EMBA,1,0,True,False,2,"In-person. The course is scheduled to meet on the following dates: Jan. 24, Feb. 7, Feb. 21, March 21, April 4, and April 18",False,True
30806,"[{'id': 38873, 'location': 'Geffen 540', 'day': 2, 'starttime': '08:30:00', 'endtime': '11:45:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],2.0,(MBA - A Term) Entrepreneurial Law for Start-Ups: Planning for Success,MGMTB8561-001-20221-EMBA,David Haber,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8561-001,MGMTB8561-001-20221-EMBA,1,0,True,False,2,In-person,False,True
30807,"[{'id': 37666, 'location': 'Geffen 640', 'day': 2, 'starttime': '15:50:00', 'endtime': '17:20:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}, {'id': 37667, 'location': 'Geffen 640', 'day': 4, 'starttime': '15:50:00', 'endtime': '17:20:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],2.0,(MBA - A Term) Value Investing,FINCB8377-001-20221-EMBA,Jesus (Tano) Santos,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8377-001,FINCB8377-001-20221-EMBA,2,0,True,False,2,In-person,False,True
30808,"[{'id': 37668, 'location': 'Geffen 640', 'day': 2, 'starttime': '15:50:00', 'endtime': '17:20:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}, {'id': 37669, 'location': 'Geffen 640', 'day': 4, 'starttime': '15:50:00', 'endtime': '17:20:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],5.0,(MBA - A Term) Value Investing,FINCB8377-001-20221-MSPHD,Jesus (Tano) Santos,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8377-001,FINCB8377-001-20221-MSPHD,5,0,True,False,5,In-person,False,True
30809,"[{'id': 37670, 'location': 'Geffen 570', 'day': 2, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-01-18', 'enddate': '2022-01-22'}, {'id': 37671, 'location': 'Geffen 570', 'day': 3, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-01-18', 'enddate': '2022-01-22'}, {'id': 37672, 'location': 'Geffen 570', 'day': 4, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-01-18', 'enddate': '2022-01-22'}, {'id': 37673, 'location': 'Geffen 570', 'day': 5, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-01-18', 'enddate': '2022-01-22'}, {'id': 37674, 'location': 'Geffen 570', 'day': 6, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-01-18', 'enddate': '2022-01-22'}]",[],5.0,(MBA - Block Week - TWRFS) International Finance,FINCB8432-001-20221-MSPHD,Laura Veldkamp,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8432-001,FINCB8432-001-20221-MSPHD,4,0,True,False,5,In-person,False,True
30810,"[{'id': 37675, 'location': 'Kravis 880', 'day': 2, 'starttime': '15:50:00', 'endtime': '19:05:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],3.0,(MBA - Full Term) Mergers & Acquisitions in Media and Technology (Master Class),BUECB8498-001-20221-EMBA,Jonathan Knee,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8498-001,BUECB8498-001-20221-EMBA,2,0,True,False,3,In-person. In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30811,"[{'id': 37676, 'location': 'Geffen 440', 'day': 1, 'starttime': '15:50:00', 'endtime': '19:05:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],6.0,(MBA - A Term) The Nonprofit Sector & the City,MGMTB8544-001-20221-EMBA,Douglas Bauer,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8544-001,MGMTB8544-001-20221-EMBA,3,0,True,False,6,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30812,"[{'id': 37677, 'location': 'Geffen 440', 'day': 1, 'starttime': '15:50:00', 'endtime': '19:05:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],2.0,(MBA - A Term) The Nonprofit Sector & the City,MGMTB8544-001-20221-MSBA,Douglas Bauer,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8544-001,MGMTB8544-001-20221-MSBA,2,0,True,False,2,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30813,"[{'id': 37678, 'location': 'Geffen 440', 'day': 1, 'starttime': '15:50:00', 'endtime': '19:05:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],2.0,(MBA - A Term) The Nonprofit Sector & the City,MGMTB8544-001-20221-MSNE,Douglas Bauer,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8544-001,MGMTB8544-001-20221-MSNE,2,0,True,False,2,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30814,"[{'id': 38561, 'location': 'Geffen 620', 'day': 4, 'starttime': '17:40:00', 'endtime': '20:55:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],3.0,(MBA - B Term) Python for MBAs,DROMB8154-001-20221-EMBA,Mattan Griffel,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8154-001,DROMB8154-001-20221-EMBA,2,0,True,False,3,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop,False,True
30815,"[{'id': 37680, 'location': 'Geffen 390', 'day': 1, 'starttime': '17:40:00', 'endtime': '19:10:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}, {'id': 37681, 'location': 'Geffen 390', 'day': 3, 'starttime': '17:40:00', 'endtime': '19:10:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],1.0,(MBA - Full Term) Advanced Corporate Finance,FINCB8307-002-20221-EMBA,Xavier Giroud,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8307-002,FINCB8307-002-20221-EMBA,1,0,True,False,1,In-person,False,True
30816,"[{'id': 37682, 'location': 'Geffen 390', 'day': 1, 'starttime': '17:40:00', 'endtime': '19:10:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}, {'id': 37683, 'location': 'Geffen 390', 'day': 3, 'starttime': '17:40:00', 'endtime': '19:10:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],5.0,(MBA - Full Term) Advanced Corporate Finance,FINCB8307-002-20221-MSPHD,Xavier Giroud,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8307-002,FINCB8307-002-20221-MSPHD,3,0,True,False,5,In-person,False,True
30817,"[{'id': 37684, 'location': 'Geffen 390', 'day': 1, 'starttime': '17:40:00', 'endtime': '19:10:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}, {'id': 37685, 'location': 'Geffen 390', 'day': 3, 'starttime': '17:40:00', 'endtime': '19:10:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],26.0,(MBA - Full Term) Advanced Corporate Finance,FINCB8307-002-20221-MSBA,Xavier Giroud,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8307-002,FINCB8307-002-20221-MSBA,11,0,True,False,26,In-person,False,True
30818,"[{'id': 37686, 'location': 'Geffen 390', 'day': 1, 'starttime': '17:40:00', 'endtime': '19:10:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}, {'id': 37687, 'location': 'Geffen 390', 'day': 3, 'starttime': '17:40:00', 'endtime': '19:10:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],16.0,(MBA - Full Term) Advanced Corporate Finance,FINCB8307-002-20221-MSNE,Xavier Giroud,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8307-002,FINCB8307-002-20221-MSNE,0,0,True,False,16,In-person,False,True
30819,"[{'id': 37688, 'location': 'Geffen 440', 'day': 2, 'starttime': '15:50:00', 'endtime': '17:20:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}, {'id': 37689, 'location': 'Geffen 440', 'day': 4, 'starttime': '15:50:00', 'endtime': '17:20:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],3.0,(MBA - B Term) Game Theory and Business,BUECB8315-002-20221-EMBA,Paolo Siconolfi,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8315-002,BUECB8315-002-20221-EMBA,3,0,True,False,3,In-person,False,True
30820,"[{'id': 37690, 'location': 'Kravis 640', 'day': 2, 'starttime': '10:20:00', 'endtime': '11:50:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}, {'id': 37691, 'location': 'Kravis 640', 'day': 4, 'starttime': '10:20:00', 'endtime': '11:50:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],0.0,(MBA - Full Term) Real Estate Finance,FINCB8331-002-20221-EMBA,Tomasz Piskorski,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8331-002,FINCB8331-002-20221-EMBA,0,0,True,False,0,In-person,False,True
30821,"[{'id': 37692, 'location': 'Kravis 640', 'day': 2, 'starttime': '10:20:00', 'endtime': '11:50:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}, {'id': 37693, 'location': 'Kravis 640', 'day': 4, 'starttime': '10:20:00', 'endtime': '11:50:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],3.0,(MBA - Full Term) Real Estate Finance,FINCB8331-002-20221-MSPHD,Tomasz Piskorski,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8331-002,FINCB8331-002-20221-MSPHD,0,0,True,False,3,In-person,False,True
30822,"[{'id': 37694, 'location': 'Kravis 640', 'day': 2, 'starttime': '08:30:00', 'endtime': '10:00:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}, {'id': 37695, 'location': 'Kravis 640', 'day': 4, 'starttime': '08:30:00', 'endtime': '10:00:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],1.0,(MBA - Full Term) Real Estate Finance,FINCB8331-001-20221-EMBA,Tomasz Piskorski,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8331-001,FINCB8331-001-20221-EMBA,0,0,True,False,1,In-person,False,True
30823,"[{'id': 37696, 'location': 'Kravis 640', 'day': 2, 'starttime': '08:30:00', 'endtime': '10:00:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}, {'id': 37697, 'location': 'Kravis 640', 'day': 4, 'starttime': '08:30:00', 'endtime': '10:00:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],3.0,(MBA - Full Term) Real Estate Finance,FINCB8331-001-20221-MSPHD,Tomasz Piskorski,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8331-001,FINCB8331-001-20221-MSPHD,1,0,True,False,3,In-person,False,True
30824,"[{'id': 37698, 'location': 'Geffen 640', 'day': 2, 'starttime': '17:40:00', 'endtime': '19:10:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}, {'id': 37699, 'location': 'Geffen 640', 'day': 4, 'starttime': '17:40:00', 'endtime': '19:10:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],3.0,(MBA - A Term) Value Investing,FINCB8377-002-20221-EMBA,Jesus (Tano) Santos,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8377-002,FINCB8377-002-20221-EMBA,3,0,True,False,3,In-person,False,True
30825,"[{'id': 37700, 'location': 'Geffen 640', 'day': 2, 'starttime': '17:40:00', 'endtime': '19:10:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}, {'id': 37701, 'location': 'Geffen 640', 'day': 4, 'starttime': '17:40:00', 'endtime': '19:10:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],5.0,(MBA - A Term) Value Investing,FINCB8377-002-20221-MSPHD,Jesus (Tano) Santos,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8377-002,FINCB8377-002-20221-MSPHD,5,0,True,False,5,In-person,False,True
30826,"[{'id': 37702, 'location': 'Geffen 570', 'day': 4, 'starttime': '17:40:00', 'endtime': '20:55:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],3.0,(MBA - Full Term) Financial Statement Analysis and Valuation,ACCTB8009-002-20221-MSPHD,,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8009-002,ACCTB8009-002-20221-MSPHD,1,0,True,False,3,In-person,False,True
30827,"[{'id': 37703, 'location': 'Kravis 880', 'day': 4, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],3.0,(MBA - Full Term) Financial Statement Analysis and Valuation,ACCTB8009-001-20221-MSPHD,Thomas Bourveau,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8009-001,ACCTB8009-001-20221-MSPHD,3,0,True,False,3,In-person,False,True
30828,"[{'id': 37704, 'location': 'Geffen 540', 'day': 2, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-01-18', 'enddate': '2022-01-22'}, {'id': 37705, 'location': 'Geffen 540', 'day': 3, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-01-18', 'enddate': '2022-01-22'}, {'id': 37706, 'location': 'Geffen 540', 'day': 4, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-01-18', 'enddate': '2022-01-22'}, {'id': 37707, 'location': 'Geffen 540', 'day': 5, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-01-18', 'enddate': '2022-01-22'}, {'id': 37708, 'location': 'Geffen 540', 'day': 6, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-01-18', 'enddate': '2022-01-22'}]",[],1.0,(MBA - Block Week - TWRFS) Web App Programming in Python,DROMB8126-001-20221-EMBA,Hardeep Johar,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8126-001,DROMB8126-001-20221-EMBA,0,0,True,False,1,In-person,False,True
30829,"[{'id': 37709, 'location': 'Geffen 640', 'day': 1, 'starttime': '14:00:00', 'endtime': '15:30:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}, {'id': 37710, 'location': 'Geffen 640', 'day': 3, 'starttime': '14:00:00', 'endtime': '15:30:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],2.0,(MBA - A Term) Real Estate Analytics,FINCB8474-001-20221-EMBA,Stijn Van Nieuwerburgh,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8474-001,FINCB8474-001-20221-EMBA,0,0,True,False,2,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30830,"[{'id': 37711, 'location': 'Geffen 640', 'day': 1, 'starttime': '14:00:00', 'endtime': '15:30:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}, {'id': 37712, 'location': 'Geffen 640', 'day': 3, 'starttime': '14:00:00', 'endtime': '15:30:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],5.0,(MBA - A Term) Real Estate Analytics,FINCB8474-001-20221-MSBA,Stijn Van Nieuwerburgh,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8474-001,FINCB8474-001-20221-MSBA,0,0,True,False,5,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30831,"[{'id': 38290, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-01-08', 'enddate': '2022-01-08'}, {'id': 38291, 'location': '', 'day': 5, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-01-21', 'enddate': '2022-01-21'}, {'id': 38292, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-01-22', 'enddate': '2022-01-22'}, {'id': 38293, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-02-05', 'enddate': '2022-02-05'}, {'id': 38294, 'location': '', 'day': 5, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-02-18', 'enddate': '2022-02-18'}, {'id': 38295, 'location': '', 'day': 5, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-03-04', 'enddate': '2022-03-04'}, {'id': 38296, 'location': '', 'day': 5, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-03-11', 'enddate': '2022-03-11'}, {'id': 38297, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-03-12', 'enddate': '2022-03-12'}, {'id': 38298, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-03-26', 'enddate': '2022-03-26'}, {'id': 38299, 'location': '', 'day': 5, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-04-08', 'enddate': '2022-04-08'}, {'id': 38300, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-04-09', 'enddate': '2022-04-09'}, {'id': 39231, 'location': '', 'day': 5, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-01-07', 'enddate': '2022-01-07'}]",[],5.0,(EMBA-NY Friday/Saturday Electives) Anti-Trust in the Modern Economy,BUECB7263-001-20221-MBA,Paola Valenti,3.0,https://www8.gsb.columbia.edu/courses/EMBA/2022/Spring/B7263-001,BUECB7263-001-20221-MBA,1,0,False,False,5,In-person,False,True
30832,"[{'id': 37713, 'location': 'Kravis 890', 'day': 2, 'starttime': '08:30:00', 'endtime': '11:45:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],3.0,(MBA - Full Term) Data Analytics in Python,DROMB8139-001-20221-EMBA,Hardeep Johar,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8139-001,DROMB8139-001-20221-EMBA,3,0,True,False,3,In-person,False,True
30833,"[{'id': 37714, 'location': 'Kravis 890', 'day': 2, 'starttime': '08:30:00', 'endtime': '11:45:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],10.0,(MBA - Full Term) Data Analytics in Python,DROMB8139-001-20221-MSPHD,Hardeep Johar,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8139-001,DROMB8139-001-20221-MSPHD,10,0,True,False,10,In-person,False,True
30834,"[{'id': 37716, 'location': 'Kravis 690', 'day': 2, 'starttime': '17:40:00', 'endtime': '20:55:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],9.0,(MBA - A Term) Business Analytics II (Half Term),DROMB8103-003-20221-EMBA,Hongseok Namkoong,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8103-003,DROMB8103-003-20221-EMBA,6,0,True,False,9,In-person,False,True
30835,"[{'id': 37717, 'location': 'Kravis 670', 'day': 2, 'starttime': '10:20:00', 'endtime': '11:50:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}, {'id': 37718, 'location': 'Kravis 670', 'day': 4, 'starttime': '10:20:00', 'endtime': '11:50:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],0.0,(MBA - Full Term) Power & Influence,MGMTB8531-001-20221-EMBA,Eric Abrahamson,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8531-001,MGMTB8531-001-20221-EMBA,0,0,True,False,0,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
